Jun,13.1,Jefferson,Logging,47.676708,-124.181607,2,1,3
Sep,20.0,Klickitat,Smoker,45.891526,-121.228084,4,4,3
May,30.0,Klickitat,Smoker,45.891526,-121.228084,4,4,3
Jul,9.0,Chelan,Miscellaneou,47.738171,-120.23006,2,5,2
Jun,14.0,Lewis,Debris Burn,46.510796,-122.189125,3,3,3
Oct,20.0,Chelan,Miscellaneou,47.85717,-119.982544,2,6,3
May,8.0,Skagit,Debris Burn,48.595313,-122.389484,1,3,2
Jul,5.3,Yakima,Arson,46.502067,-121.039653,3,4,2
Oct,42.0,Spokane,Miscellaneou,47.809194,-117.378749,2,8,3
Jul,186.0,Jefferson,Debris Burn,47.613333,-124.249473,2,1,5
Jul,30.0,Skagit,Miscellaneou,48.414543,-121.559971,1,4,3
Oct,9.8,Spokane,Recreation,47.487358,-117.203721,2,8,2
Mar,18.0,Okanogan,Debris Burn,48.735918,-119.415747,1,6,3
Jul,68.7,Lewis,Smoker,46.61182,-121.937398,3,4,4
Sep,10.0,Jefferson,Recreation,48.076537,-122.808196,1,3,3
Aug,75.0,Kittitas,Miscellaneou,47.16756,-120.825711,2,5,4
Apr,250.0,Pend Oreille,Miscellaneou,48.047824,-117.2328,1,8,5
Apr,9.0,Spokane,Debris Burn,47.809333,-117.229058,2,8,2
